Cre,Layer,image_series_id,specimen,target,hemisphere,flat_x,flat_y,injection_x,injection_y,injection_z,top_x,top_y
Cux,L2,970009579,Cux2-IRES-Cre-464944,MOs,right,933,625,1527.144617,4408.466929,6627.53327,482,423
Rbp,L5,990542777,Rbp4-Cre_KL100-474110,MOs,right,866,500,2512.95487,3749.106402,7084.709236,406,324
Rbp,L5,990225913,Rbp4-Cre_KL100-474114,MOp,right,824,579,2163.024326,4376.59695,7337.046168,376,405
Rbp,L5,993971512,Rbp4-Cre_KL100-480494,MOs,right,944,640,1373.427099,4490.02837,6508.328372,495,436
Rbp,L5,660329785,Rbp4-Cre_KL100;APP_PS1-360963,MOs,right,969,458,2202.234475,3111.250834,6575.918347,504,276
Rbp,L5,694321062,Rbp4-Cre_KL100;Camk2a-tTA;Ai93-379335,MOs,right,978,461,2265.870581,3171.91455,6568.917796,515,279
Rorb,L4,1154451441,Rorb-IRES2-Cre-605913,MOs,right,961,585,1611.497103,4018.496669,6470.535087,506,385
Syt6,L6,1153526123,Syt6-Cre_KI148-602824,MOs,right,974,460,2427.962205,3290.401238,6674.341581,510,278
Rbp,L5,997982972,Rbp4-Cre_KL100-480786,MOs,right,948,583,1804.850438,4072.403819,6611.971033,492,383
Tlx,L5,1145081693,Tlx3-Cre_PL56-596237,MOs,right,909,606,1693.291955,4315.553894,6800.087592,456,410
Rorb,L4,1221056685,Rorb-IRES2-Cre-637384,MOs,right,958,487,1910.075265,3202.08209,6550.540906,493,299
A93,L5,700706892,A930038C07Rik-Tg1-Cre-384386,VISal,left,499,945,1905.262766,8180.690526,2052.598881,163,820
Ctgf,L6,698114379,Ctgf-T2A-dgCre-379455,VISal,left,469,954,2251.253582,8311.254895,2147.898238,148,839
Ctgf,L6,706776226,Ctgf-T2A-dgCre-385467,VISal,left,483,970,2187.817184,8330.335617,2254.917218,160,848
Ctgf,L6,737933963,Ctgf-T2A-dgCre-398440,VISal,left,473,954,2222.437073,8269.564703,2162.726151,150,838
Cux,L2,709758919,Cux2-IRES-Cre;APP_PS1-388052,VISal,left,486,964,1914.554263,8370.282453,1999.644129,160,843
Nr5a,L4,685117260,Nr5a1-Cre-377605,VISal,left,485,948,1863.122508,8255.253723,1878.014279,156,828
Nr5a,L4,760879076,Nr5a1-Cre-397546,VISal,left,508,977,1694.091037,8412.638163,2058.629237,177,847
Ntsr,L6,678596240,Ntsr1-Cre_GN220-373544,VISal,left,436,959,2352.725384,8444.01763,1945.923595,132,854
Ntsr,L6,682204952,Ntsr1-Cre_GN220;Ai167-377091,VISal,left,493,978,2044.19784,8420.422326,2221.651319,168,853
Pvalb,pan,695959182,Pvalb-IRES-Cre-380326,VISal,left,502,984,1853.913023,8473.295927,2167.537053,176,856
Pvalb,pan,701805578,Pvalb-IRES-Cre-384362,VISal,left,446,953,2206.774895,8388.557382,1846.85507,135,845
Pvalb,pan,760369700,Pvalb-IRES-Cre-396320,VISal,left,540,970,1536.623058,8271.306678,2207.34484,194,830
Pvalb,pan,759924968,Pvalb-IRES-Cre-396323,VISal,left,509,986,1748.239324,8479.877623,2149.684458,180,854
SepW,L2,708443711,Sepw1-Cre_NP39-387811,VISal,left,477,971,1896.033695,8458.307063,1901.748842,157,852
Sst,pan,697031239,Sst-IRES-Cre-382582,VISal,left,465,971,2045.135484,8478.541299,1930.554346,151,855
Sst,pan,704155128,Sst-IRES-Cre-386010,VISal,left,474,962,2117.135682,8377.779654,2077.950919,153,844
Sst,pan,704516639,Sst-IRES-Cre-386011,VISal,left,475,980,2043.290554,8502.127794,2075.236101,159,861
Sst,pan,704517348,Sst-IRES-Cre-386012,VISal,left,511,965,1891.846409,8296.950408,2221.86905,176,834
Cux,L2,762892487,Cux2-IRES-Cre-402635,VISal,right,472,940,2007.118378,8224.923309,9541.50901,146,824
Cux,L2,967403582,Cux2-IRES-Cre-466033,VISal,right,465,981,1916.012083,8571.903472,9557.251641,154,865
Vip,pan,697030508,Vip-IRES-Cre;Ai32-381768,VISal,left,484,996,1859.341413,8620.198149,2028.392777,169,871
A93,L5,627870499,A930038C07Rik-Tg1-Cre-337826,VISl,left,450,1058,2093.572189,9172.926118,2134.634495,175,938
A93,L5,637368622,A930038C07Rik-Tg1-Cre-337827,VISl,left,461,1033,2037.030353,8953.206523,2106.863933,171,913
A93,L5,692648784,A930038C07Rik-Tg1-Cre-367356,VISl,left,477,1076,1951.418784,9235.189854,2320.578544,196,946
Chat,pan,645581851,Chat-IRES-Cre-neo-348959,VISl,left,477,1065,1886.092663,9199.357931,2227.642279,191,936
Ctgf,L6,687262291,Ctgf-T2A-dgCre-375032,VISl,left,459,1083,2302.044415,9157.458505,2472.452419,190,957
Ctgf,L6,686688296,Ctgf-T2A-dgCre-375033,VISl,left,484,1068,2158.806948,9010.222923,2515.508072,196,937
Ctgf,L6,723574294,Ctgf-T2A-dgCre-394279,VISl,left,420,1086,2510.726506,9276.178715,2359.482455,174,971
Ctgf,L6,849054274,Ctgf-T2A-dgCre-423064,VISl,left,455,1110,2338.804395,9359.739419,2554.788362,200,979
Cux,L2,567311049,Cux2-IRES-Cre-287716,VISl,left,516,1044,1586.769392,8965.455361,2278.110688,203,906
Cux,L2,710807435,Cux2-IRES-Cre-388450,VISl,left,472,1027,1828.569882,8945.083505,1993.139612,174,904
Emx,pan,580859972,Emx1-IRES-Cre-301199,VISl,left,495,1068,1837.125133,9146.574268,2357.221265,201,934
Emx,pan,595685750,Emx1-IRES-Cre-315577,VISl,left,467,1049,1994.134401,9064.844514,2177.660366,179,925
Gad2,pan,639809946,Gad2-IRES-Cre-339108,VISl,left,456,1011,2085.431096,8797.002566,2032.670029,160,895
Gad2,pan,795624670,Gad2-IRES-Cre-417238,VISl,left,450,982,2026.365558,8622.069247,1794.309876,147,871
Htr3a,pan,643262053,Htr3a-Cre_NO152-343832,VISl,left,471,1053,1834.804032,9157.586285,2082.77649,183,928
Ndnf,L2,570455120,Ndnf-IRES2-dgCre-275376,VISl,left,509,1019,1443.077047,8838.761585,2009.48398,191,886
Ndnf,L2,597001192,Ndnf-IRES2-dgCre-318647,VISl,left,493,1060,1769.236629,9122.938603,2261.70829,197,927
Nr5a,L4,672054485,Nr5a1-Cre-370849,VISl,left,494,1063,1742.487125,9152.062955,2259.116993,198,929
Nr5a,L4,690736154,Nr5a1-Cre-377606,VISl,left,479,1092,1820.435111,9427.817704,2278.080029,203,958
Nr5a,L4,853699815,Nr5a1-Cre-431671,VISl,left,464,1014,1866.818555,8860.270047,1908.38058,165,895
Nr5a,L4,854604899,Nr5a1-Cre-431672,VISl,left,454,1012,1944.821678,8868.622518,1879.457761,160,896
Ntsr,L6,569473173,Ntsr1-Cre_GN220-287692,VISl,left,530,1044,1723.940112,8842.370203,2493.306818,211,902
Ntsr,L6,588205666,Ntsr1-Cre_GN220-307261,VISl,left,453,1050,2083.161125,9108.018647,2126.083077,173,930
Ntsr,L6,602575573,Ntsr1-Cre_GN220-323306,VISl,left,512,1045,1979.75192,8820.11566,2521.296955,201,908
Ntsr,L6,693664673,Ntsr1-Cre_GN220-379165,VISl,left,475,1082,2170.450939,9169.728456,2496.178583,197,951
Pvalb,pan,566988283,Pvalb-IRES-Cre-274204,VISl,left,483,1013,1850.323338,8779.845124,2081.111177,175,889
Pvalb,pan,642968560,Pvalb-IRES-Cre-343066,VISl,left,512,1041,1755.361443,8894.020442,2351.71336,200,905
Pvalb,pan,643747460,Pvalb-IRES-Cre-344893,VISl,left,473,1031,1955.875654,8927.761785,2137.947719,176,908
Pvalb,pan,643748168,Pvalb-IRES-Cre-344894,VISl,left,449,1038,2099.198065,9033.017332,2066.632584,167,921
Pvalb,pan,816203229,Pvalb-IRES-Cre-421237,VISl,left,494,990,1693.644111,8583.584074,1964.793312,173,864
Pvalb,pan,698995459,Pvalb-IRES-Cre;Ai162-380104,VISl,left,440,1058,2132.756891,9208.2037,2080.71847,171,941
Rbp,L5,571008494,Rbp4-Cre_KL100-278410,VISl,left,466,1041,2002.210151,9006.755109,2159.968631,176,919
Rbp,L5,567724444,Rbp4-Cre_KL100-278411,VISl,left,429,1005,2204.712177,8839.560581,1857.4456,146,898
Rbp,L5,845491397,Rbp4-Cre_KL100-425077,VISl,left,413,1014,2345.698556,8928.58567,1868.493943,142,910
Rbp,L5,845492763,Rbp4-Cre_KL100-425079,VISl,left,464,1054,2028.452025,9107.815834,2197.676902,180,931
SepW,L2,652254255,Sepw1-Cre_NP39-354356,VISl,left,466,1078,1940.581884,9324.585368,2211.981838,191,951
SepW,L2,651999444,Sepw1-Cre_NP39-354359,VISl,left,505,1058,1732.744909,9060.572796,2330.639282,202,922
SepW,L2,790472771,Sepw1-Cre_NP39-416330,VISl,left,486,1064,1668.322374,9249.746268,2126.503156,195,933
SepW,L2,790471275,Sepw1-Cre_NP39-416332,VISl,left,497,1066,1625.34086,9225.592198,2194.940443,201,932
Sst,pan,571118102,Sst-IRES-Cre-279578,VISl,left,500,1047,1743.923688,9009.080507,2254.321344,195,914
Sst,pan,614736163,Sst-IRES-Cre-333331,VISl,left,502,1049,1904.224243,8936.337654,2414.51089,198,915
Sst,pan,658330286,Sst-IRES-Cre-364096,VISl,left,382,1070,2659.237695,9299.504577,2089.328947,151,968
Sst,pan,703222692,Sst-IRES-Cre-386007,VISl,left,491,1035,1654.432144,8989.904345,2061.333511,186,906
Sst,pan,760689355,Sst-IRES-Cre-397186,VISl,left,497,1004,1809.905652,8652.08715,2142.768831,179,876
Sst,pan,837159475,Sst-IRES-Cre-424067,VISl,left,471,982,1883.23577,8575.852993,1870.383017,158,864
Sst,pan,836677658,Sst-IRES-Cre-424068,VISl,left,441,1003,2040.858832,8823.334121,1798.054519,150,892
Sst,pan,849057799,Sst-IRES-Cre-426208,VISl,left,429,1032,2239.303156,9024.219084,1980.932379,156,922
Sst,pan,909566504,Sst-IRES-Cre-467598,VISl,left,469,1075,1974.990426,9262.881592,2254.109042,191,947
Tlx,L5,607317691,Tlx3-Cre_PL56-330014,VISl,left,460,1045,2007.891262,9068.72974,2109.839648,175,924
Tlx,L5,699510566,Tlx3-Cre_PL56-380328,VISl,left,492,1066,1856.269971,9136.535079,2336.026905,199,933
Tlx,L5,699511999,Tlx3-Cre_PL56-380329,VISl,left,481,1060,1898.897586,9124.847193,2251.787642,191,931
Tlx,L5,718829296,Tlx3-Cre_PL56;Ai75-394040,VISl,left,389,1039,2449.800953,9201.089843,1806.011639,142,940
Tlx,L5,718832553,Tlx3-Cre_PL56;Ai75-394041,VISl,left,468,1017,1978.5255,8820.510687,2065.764404,168,896
Vip,pan,577771849,Vip-IRES-Cre-299769,VISl,left,496,1047,1793.703395,8998.710045,2266.272235,193,915
Vip,pan,579987156,Vip-IRES-Cre-299773,VISl,left,488,1057,1780.650054,9115.391187,2219.152633,193,926
Vip,pan,596578975,Vip-IRES-Cre-318370,VISl,left,450,1102,2047.733878,9533.343402,2226.249418,194,975
Vip,pan,752842940,Vip-IRES-Cre-394020,VISl,left,490,1029,1727.947389,8918.128766,2095.209756,184,901
Vip,pan,849595419,Vip-IRES-Cre-426257,VISl,left,466,993,2094.035361,8619.350471,2074.772687,159,875
Vip,pan,849596153,Vip-IRES-Cre-426258,VISl,left,443,1002,2033.260719,8805.85574,1804.502717,151,890
Rbp,L5,1212869449,Rbp4-Cre_KL100-631149,VISl,right,427,1066,2210.472865,9304.056483,9352.11803,168,951
A93,L5,691604557,A930038C07Rik-Tg1-Cre-367357,VISl,left,491,1045,1885.746342,8962.795336,2293.366386,190,915
Sst,pan,703595949,Sst-IRES-Cre;Ai183-386384,VISl,left,488,1099,1851.363385,9405.604946,2413.262673,211,962
Vip,pan,700292056,Vip-IRES-Cre-383987,VISl,left,500,1066,1679.328676,9181.22682,2263.383085,203,931
A93,L5,612373166,A930038C07Rik-Tg1-Cre-332786,VISp,left,662,1091,1285.007906,8901.733056,3440.167964,318,908
A93,L5,793336052,A930038C07Rik-Tg1-Cre-416997,VISp,left,651,1059,1230.749564,8691.285269,3255.06177,300,881
A93,L5,1006694343,A930038C07Rik-Tg1-Cre-503498,VISp,left,641,1042,1216.562112,8587.059135,3114.376842,287,867
A93,L5,1008563582,A930038C07Rik-Tg1-Cre-503499,VISp,left,629,1062,1304.746085,8763.249933,3114.139652,284,889
A93,L5,1008567524,A930038C07Rik-Tg1-Cre-503502,VISp,left,613,1069,1370.885246,8858.390224,3037.051351,275,900
A93,L5,1008970561,A930038C07Rik-Tg1-Cre-503505,VISp,left,641,1078,1254.253945,8873.845201,3237.43447,298,901
A93,L5,1172301271,A930038C07Rik-Tg1-Cre-618328,VISp,left,539,1236,1810.99792,9975.029275,3024.523118,298,1035
Ctgf,L6,614095034,Ctgf-T2A-dgCre-328219,VISp,left,640,1105,1578.846312,8970.420502,3476.557231,307,927
Ctgf,L6,623287439,Ctgf-T2A-dgCre-333499,VISp,left,648,1105,1563.212851,8939.519175,3535.416979,313,923
Ctgf,L6,717060091,Ctgf-T2A-dgCre-388640,VISp,left,670,986,1462.923959,8002.291181,3313.127455,294,806
Cux,L2,559076095,Cux2-IRES-Cre-268245,VISp,left,659,1063,966.4023468,8764.5264,3210.403171,307,883
Cux,L2,569389510,Cux2-IRES-Cre-287718,VISp,left,583,1062,1356.997466,8916.950684,2753.645761,251,903
Cux,L2,721425950,Cux2-IRES-Cre-394948,VISp,left,686,1147,917.4003787,9377.919006,3656.78564,358,952
Cux,L2,720659787,Cux2-IRES-Cre-395440,VISp,left,622,983,1146.56186,8152.881242,2756.485893,256,817
Cux,L2,720253570,Cux2-IRES-Cre-395445,VISp,left,564,1155,1377.943956,9742.333193,2882.121736,276,988
Cux,L2,720663722,Cux2-IRES-Cre-395446,VISp,left,675,1197,1047.902855,9719.87764,3711.376577,371,994
Cux,L2,721424527,Cux2-IRES-Cre-395448,VISp,left,547,1036,1388.103315,8838.203474,2380.266863,219,890
Cux,L2,810421471,Cux2-IRES-Cre-419234,VISp,left,655,1037,1002.439064,8544.840414,3123.299827,296,859
Cux,L2,809350685,Cux2-IRES-Cre-419235,VISp,left,686,953,928.7718131,7735.048081,3137.332568,300,771
Cux,L2,835924922,Cux2-IRES-Cre-423043,VISp,left,566,1140,1456.269271,9555.04272,2904.770069,271,975
Cux,L2,853699021,Cux2-IRES-Cre-428493,VISp,left,682,1062,934.0320171,8698.966289,3396.191015,324,876
Cux,L2,1005230600,Cux2-IRES-Cre-500503,VISp,left,678,1060,882.2148519,8700.055518,3341.386852,322,875
Cux,L2,1006406902,Cux2-IRES-Cre-500504,VISp,left,649,1042,1023.737586,8597.344806,3090.42398,293,865
Cux,L2,1006407336,Cux2-IRES-Cre-500506,VISp,left,650,1069,1067.178538,8825.929635,3207.656336,302,890
Cux,L2,1006177214,Cux2-IRES-Cre-500509,VISp,left,658,1072,1079.577008,8821.928338,3279.114567,309,892
Cux,L2,1179425317,Cux2-IRES-Cre-620437,VISp,left,491,1196,1856.073973,9996.844497,2707.111409,261,1030
Emx,pan,595254118,Emx1-IRES-Cre-315576,VISp,left,612,1086,1326.235551,9009.382509,3053.603371,280,916
Emx,pan,789033256,Emx1-IRES-Cre-414606,VISp,left,697,1066,1132.796253,8662.408565,3600.515034,338,876
Gad2,pan,679151057,Gad2-IRES-Cre-374142,VISp,left,630,1107,1421.775289,9063.011012,3302.737087,300,930
Gad2,pan,678009125,Gad2-IRES-Cre-374143,VISp,left,624,1117,1361.734231,9173.708421,3254.357454,300,941
Ndnf,L2,669149750,Ndnf-IRES2-dgCre-369880,VISp,left,677,1061,828.2193627,8727.423445,3301.330058,321,876
Ndnf,L2,814490896,Ndnf-IRES2-dgCre-418405,VISp,left,664,1058,696.1636315,8767.246185,3138.735689,310,877
Nr5a,L4,570067812,Nr5a1-Cre-271317,VISp,left,573,998,1423.967498,8408.543961,2521.65833,224,846
Nr5a,L4,612857000,Nr5a1-Cre-333240,VISp,left,699,1127,973.4967564,9140.359674,3705.515102,360,933
Nr5a,L4,613899006,Nr5a1-Cre-333241,VISp,left,654,1117,1107.667648,9173.137552,3385.505729,322,933
Nr5a,L4,675807460,Nr5a1-Cre-370851,VISp,left,535,1117,1590.972578,9454.396721,2664.738142,243,965
Nr5a,L4,674212849,Nr5a1-Cre-370854,VISp,left,729,1064,835.132472,8618.959842,3772.514829,365,867
Nr5a,L4,692165967,Nr5a1-Cre-377607,VISp,left,507,1077,1682.241019,9227.775587,2379.858128,211,938
Nr5a,L4,753761310,Nr5a1-Cre-395108,VISp,left,643,1054,1051.543744,8715.622933,3097.564075,292,878
Nr5a,L4,752844254,Nr5a1-Cre-395109,VISp,left,622,1072,1155.014126,8918.746902,3009.791059,282,901
Nr5a,L4,756030066,Nr5a1-Cre-395110,VISp,left,658,1061,990.0943456,8745.327659,3211.532248,306,881
Nr5a,L4,834789803,Nr5a1-Cre-423205,VISp,left,660,1075,1039.136615,8858.260724,3285.868839,311,894
Ntsr,L6,568949055,Ntsr1-Cre_GN220-267301,VISp,left,643,1107,1410.743725,9027.997973,3404.049865,310,927
Ntsr,L6,564389875,Ntsr1-Cre_GN220-267302,VISp,left,615,1077,1517.781029,8860.247535,3147.143572,279,907
Ntsr,L6,653454892,Ntsr1-Cre_GN220-357505,VISp,left,536,1118,1893.669341,9284.90823,2874.167325,244,965
Ntsr,L6,693663724,Ntsr1-Cre_GN220-379163,VISp,left,505,1064,1998.947707,8986.103288,2546.14051,205,927
Ntsr,L6,816200254,Ntsr1-Cre_GN220-418304,VISp,left,647,1055,1525.162486,8604.588102,3326.756999,296,878
Penk,L2/3/5/6,1184925085,Penk-IRES2-Cre-neo-622686,VISp,left,564,1046,1719.856327,8735.494453,2763.092339,233,893
Penk,L2/3/5/6,1184533732,Penk-IRES2-Cre-neo-622687,VISp,left,608,1074,1449.24137,8886.843561,3040.711903,273,906
Penk,L2/3/5/6,1186091586,Penk-IRES2-Cre-neo;Slc17a7-IRES2-Flpo--625290-WPRE-neo,VISp,left,564,1079,1684.141834,8990.23501,2845.907226,245,924
Penk,L2/3/5/6,1214365010,Penk-IRES2-Cre-neo;Slc17a7-IRES2-FlpO-638301-WPRE-neo,VISp,left,579,1069,1668.983305,8878.675427,2913.246878,251,911
Penk,L2/3/5/6,1214551075,Penk-IRES2-Cre-neo;Slc17a7-IRES2-FlpO-638304-WPRE-neo,VISp,left,587,1050,1501.824302,8750.271961,2837.292416,250,890
Penk,L2/3/5/6,1214189881,Penk-IRES2-Cre-neo;Slc17a7-IRES2-FlpO-638305-WPRE-neo,VISp,left,589,1038,1660.530493,8600.455735,2896.251124,247,878
Pvalb,pan,604106576,Pvalb-IRES-Cre-325579,VISp,left,626,1108,1177.536704,9182.888401,3159.137328,298,933
Pvalb,pan,607047839,Pvalb-IRES-Cre-329305,VISp,left,639,1109,1113.540592,9173.349789,3245.821043,308,931
Pvalb,pan,670227249,Pvalb-IRES-Cre-368840,VISp,left,624,1114,1386.320969,9143.065907,3254.570997,299,938
Pvalb,pan,694321980,Pvalb-IRES-Cre-380318,VISp,left,508,1083,1624.618474,9290.7243,2357.61141,214,942
Pvalb,pan,694794397,Pvalb-IRES-Cre-380320,VISp,left,484,1082,1803.722251,9321.410769,2275.395129,201,948
Pvalb,pan,756032860,Pvalb-IRES-Cre-395985,VISp,left,662,1058,996.2110722,8701.460265,3248.883657,308,876
Pvalb,pan,759688784,Pvalb-IRES-Cre-396145,VISp,left,645,1031,1058.009408,8512.64522,3044.972013,287,856
Pvalb,pan,759474502,Pvalb-IRES-Cre-396148,VISp,left,630,1060,1292.670821,8754.767558,3104.239318,284,888
Pvalb,pan,759688076,Pvalb-IRES-Cre-396319,VISp,left,648,1039,1245.653493,8532.05595,3172.53889,292,862
Pvalb,pan,896778813,Pvalb-IRES-Cre-460629,VISp,left,647,1059,1202.851551,8717.838017,3201.008018,297,882
Pvalb,pan,708402202,Pvalb-IRES-Cre;Ai75-385366,VISp,left,491,1085,1794.980013,9311.447977,2340.815076,206,949
Rbp,L5,611467679,Rbp4-Cre_KL100-330689,VISp,left,628,1109,1380.749064,9107.228046,3277.378347,300,933
Rbp,L5,673671538,Rbp4-Cre_KL100-371806,VISp,left,604,1057,1410.42202,8786.398309,2940.161244,264,892
Rbp,L5,672996788,Rbp4-Cre_KL100-371807,VISp,left,729,1014,1166.779632,8158.303106,3749.258438,352,819
Rbp,L5,672997669,Rbp4-Cre_KL100-371808,VISp,left,697,1004,1167.547176,8134.482528,3445.304888,321,817
Rbp,L5,674930037,Rbp4-Cre_KL100-371811,VISp,left,647,1124,1259.699558,9181.992128,3393.4633,319,941
Rbp,L5,696460507,Rbp4-Cre_KL100-381870,VISp,left,513,1173,1841.621636,9698.110472,2801.884103,257,1014
Rbp,L5,702498503,Rbp4-Cre_KL100-384555,VISp,left,580,1173,1564.174276,9593.366838,3139.464932,294,999
Rbp,L5,789008674,Rbp4-Cre_KL100-413546,VISp,left,483,1189,1968.780346,9836.721452,2697.002223,253,1029
Rbp,L5,817128092,Rbp4-Cre_KL100-419899,VISp,left,635,1137,1326.220843,9281.103975,3361.942346,316,956
Rbp,L5,844774677,Rbp4-Cre_KL100-425082,VISp,left,552,1015,1610.663667,8573.791788,2520.848351,216,868
Rbp,L5,1171687301,Rbp4-Cre_KL100-617249,VISp,left,534,1164,1678.26058,9714.150605,2839.260118,263,1003
Rbp,L5,701090541,Rbp4-Cre_KL100;Ai148-384095,VISp,left,766,1237,1119.5,9456.25,4053.75,437,992
Rxfp1,L6,1161994026,Rxfp1-P2A-Cre-612666,VISp,left,661,1068,1371.184312,8719.917104,3416.323717,310,887
Rxfp1,L6,1179856619,Rxfp1-P2A-Cre-621622,VISp,left,636,1061,1385.814197,8710.215382,3190.431877,288,886
Rxfp1,L6,1180089235,Rxfp1-P2A-Cre-621633,VISp,left,646,1063,1337.452505,8710.336827,3263.583142,297,886
SepW,L2,626108144,Sepw1-Cre_NP39-334920,VISp,left,646,1092,1042.075884,9032.295216,3220.989221,307,913
SepW,L2,754809667,Sepw1-Cre_NP39-406336,VISp,left,558,1110,1392.230549,9384.454459,2716.01651,254,952
SepW,L2,754436406,Sepw1-Cre_NP39-407890,VISp,left,678,1156,946.7917672,9450.204914,3620.988868,356,961
Slc17a8,L5,1197777284,Slc17a8-iCre-630732,VISp,left,586,1087,1504.852062,9041.35878,2948.485226,263,925
Slc17a8,L5,1198004318,Slc17a8-iCre-630733,VISp,left,634,1059,1308.029211,8728.608905,3147.083991,287,885
Sst,pan,567969904,Sst-IRES-Cre-275705,VISp,left,697,1106,1015.457136,8989.106927,3651.315131,351,914
Sst,pan,596578264,Sst-IRES-Cre-317514,VISp,left,667,1090,1043.643278,8959.822203,3399.904749,322,906
Sst,pan,616675128,Sst-IRES-Cre-334150,VISp,left,564,1082,1666.213232,9023.090452,2847.706424,246,927
Sst,pan,653193772,Sst-IRES-Cre-356456,VISp,left,536,1125,1653.005464,9462.568891,2740.731503,248,971
Sst,pan,758692763,Sst-IRES-Cre-396011,VISp,left,633,1055,1170.868999,8729.828475,3068.383585,285,881
Sst,pan,758690415,Sst-IRES-Cre-396012,VISp,left,628,1045,1379.124844,8616.352335,3082.727883,278,874
Sst,pan,756031119,Sst-IRES-Cre-396014,VISp,left,608,1078,1447.113069,8918.948194,3055.927529,274,910
Sst,pan,837166447,Sst-IRES-Cre-424065,VISp,left,633,1027,1154.922548,8491.404461,2975.971797,276,855
Sst,pan,895139472,Sst-IRES-Cre-454702,VISp,left,646,1063,1264.223979,8734.095384,3231.64932,298,886
Sst,pan,978126988,Sst-IRES-Cre-468401,VISp,left,624,1037,1208.164986,8604.94392,2942.809565,272,868
Sst,pan,978126251,Sst-IRES-Cre-468403,VISp,left,629,1062,1233.898834,8788.184617,3078.764948,284,889
Sst,pan,983638049,Sst-IRES-Cre-471639,VISp,left,579,1064,1533.222672,8881.587324,2826.327631,249,906
Sst,pan,982673282,Sst-IRES-Cre-471641,VISp,left,653,1049,1142.806476,8624.873149,3202.410078,298,871
Sst,pan,981743260,Sst-IRES-Cre-471643,VISp,left,626,1036,1320.287445,8562.565248,3024.579272,274,866
Sst,pan,981742526,Sst-IRES-Cre-471644,VISp,left,646,1059,1203.894607,8713.540669,3190.939129,296,882
Sst,pan,987587524,Sst-IRES-Cre-472681,VISp,left,655,1046,1129.591751,8607.097396,3190.560637,299,868
Sst,pan,985967231,Sst-IRES-Cre-472682,VISp,left,671,1051,1154.480136,8590.946081,3362.696463,313,868
Tlx,L5,605658101,Tlx3-Cre_PL56-326433,VISp,left,619,1104,1385.40721,9096.134921,3198.967475,292,931
Tlx,L5,678010559,Tlx3-Cre_PL56-374426,VISp,left,674,1147,1144.20369,9285.064971,3603.681681,350,956
Tlx,L5,707221951,Tlx3-Cre_PL56-387573,VISp,left,694,967,1023.250708,7843.597253,3282.761312,310,782
Tlx,L5,719200213,Tlx3-Cre_PL56-393257,VISp,left,683,952,1152.216091,7741.942462,3203.620127,297,770
Tlx,L5,914299065,Tlx3-Cre_PL56-447278,VISp,left,641,1072,1168.726824,8847.119538,3175.727993,296,895
Tlx,L5,913813203,Tlx3-Cre_PL56-447279,VISp,left,631,1076,1289.898353,8872.388505,3150.231114,290,901
Tlx,L5,914300081,Tlx3-Cre_PL56-447280,VISp,left,644,1071,1222.353411,8819.654739,3225.459018,298,894
Tlx,L5,913810874,Tlx3-Cre_PL56-449176,VISp,left,614,1046,1362.35727,8662.512119,2969.7178,267,878
Tlx,L5,913810063,Tlx3-Cre_PL56-454349,VISp,left,635,1062,1182.047867,8770.938813,3100.699055,289,888
Tlx,L5,912693448,Tlx3-Cre_PL56-454350,VISp,left,651,1054,1184.486636,8663.059267,3210.430163,298,876
Tlx,L5,986804106,Tlx3-Cre_PL56-471982,VISp,left,630,1059,1317.238434,8732.0753,3117.808832,284,886
Tlx,L5,986803182,Tlx3-Cre_PL56-471983,VISp,left,645,1071,1225.86719,8815.796384,3235.588787,299,894
Vip,pan,575905900,Vip-IRES-Cre-298656,VISp,left,651,1082,1126.58489,8909.395184,3265.60681,307,902
Vip,pan,595685040,Vip-IRES-Cre-316809,VISp,left,633,1097,1256.911482,9042.220407,3224.869164,299,920
Vip,pan,596806103,Vip-IRES-Cre-318369,VISp,left,639,1126,1218.253193,9254.301956,3329.8228,314,945
Vip,pan,700291348,Vip-IRES-Cre-383308,VISp,left,540,1064,1404.036636,9081.695259,2410.062921,224,917
Vip,pan,751391234,Vip-IRES-Cre-394008,VISp,left,656,1026,1048.615534,8438.984977,3116.234589,293,848
Vip,pan,751365642,Vip-IRES-Cre-394012,VISp,left,586,1101,1439.902979,9173.929822,2942.966213,268,937
Vip,pan,751397901,Vip-IRES-Cre-394016,VISp,left,645,1017,1269.852823,8364.304099,3093.509774,282,843
Vip,pan,895140579,Vip-IRES-Cre-459886,VISp,left,642,1049,1359.432531,8617.503713,3198.834365,289,874
Vip,pan,895752260,Vip-IRES-Cre-459890,VISp,left,611,1054,1292.993333,8764.631876,2936.836503,269,887
Nr5a,L4,1165011591,Nr5a1-Cre-613794,VISp,left,476,1184,1902.509084,10007.15676,2589.416353,247,1027
Ntsr,L6,1169651071,Ntsr1-Cre_GN220-616841,VISpl,left,560,1251,1887.158657,9862.209799,3092.18037,302,1035
Calb1,pan,857424497,Calb1-IRES2-Cre-434379,VISpl,right,546,1272,2250.547079,10004.69337,8442.309254,246,968
Emx,pan,563350186,Emx1-IRES-Cre-281286,VISli,left,447,1019,2098.563044,8896.049198,1977.331527,159,905
Pvalb,pan,895121908,Pvalb-IRES-Cre-460625,VISli,left,442,975,2047.034857,8598.891404,1690.02459,140,867
Tlx,L5,695959944,Tlx3-Cre_PL56-380784,VISli,left,435,1077,2178.639133,9367.232795,2134.962149,177,959
